#Ore_Type|Ore_Name|Wherein|Threshold|Y_Min|Y_Max|Biome
dirt|stone_sandstone_desert_gravel|stone_sandstone_desert_gravel|0.8|shelf|highland|temperate_arid
dirt|stone_sandstone_white_gravel|stone_sandstone_desert_gravel|0.8|shelf|highland|temperate_arid
dirt|stone_granite_pink|stone_sandstone_desert|0.8|highland|mountain|temperate_arid
dirt|stone_desert|stone_sandstone_desert|0.8|highland|mountain|temperate_arid
dirt|stone_desert|stone_sandstone_desert|0.8|highland|mountain|temperate_arid
dirt|stone_greenstone|stone_sandstone_desert|0.8|highland|mountain|temperate_arid
dirt|stone_bluestone|stone_sandstone_desert|0.8|highland|mountain|temperate_arid
dirt|stone_granite_pink|stone_sandstone_desert_stone|0.8|mountain|strato|temperate_arid
dirt|stone_desert|stone_sandstone_desert_stone|0.8|mountain|strato|temperate_arid
dirt|stone_desert|stone_sandstone_desert_stone|0.8|mountain|strato|temperate_arid
dirt|stone_greenstone|stone_sandstone_desert_stone|0.8|mountain|strato|temperate_arid
dirt|stone_bluestone|stone_sandstone_desert_stone|0.8|mountain|strato|temperate_arid
dirt|dirt_black_with_litter_coniferous|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_black_with_grass_cool_humid_coastal|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_brown_with_grass_cool_humid_coastal|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_clayey_with_grass_cool_humid_coastal|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_sandy_with_grass_cool_humid_coastal|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_silty_with_grass_cool_humid_coastal|dirt_with_litter_coniferous|0.8|beach|coastal|cool_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_black_with_grass_cool_humid_lowland|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_brown_with_grass_cool_humid_lowland|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_clayey_with_grass_cool_humid_lowland|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_sandy_with_grass_cool_humid_lowland|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_silty_with_grass_cool_humid_lowland|dirt_with_litter_coniferous|0.8|coastal|lowland|cool_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_black_with_grass_cool_humid_shelf|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_brown_with_grass_cool_humid_shelf|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_clayey_with_grass_cool_humid_shelf|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_sandy_with_grass_cool_humid_shelf|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_silty_with_grass_cool_humid_shelf|dirt_with_litter_coniferous|0.8|lowland|shelf|cool_humid
dirt|dirt_black_with_litter_coniferous|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_brown_with_litter_coniferous|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_silty_with_litter_coniferous|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_black_with_grass_cool_humid_highland|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_brown_with_grass_cool_humid_highland|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_clayey_with_grass_cool_humid_highland|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_sandy_with_grass_cool_humid_highland|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_silty_with_grass_cool_humid_highland|dirt_with_litter_coniferous|0.8|shelf|highland|cool_humid
dirt|dirt_black_with_grass_cool_semihumid_coastal|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_brown_with_grass_cool_semihumid_coastal|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_clayey_with_grass_cool_semihumid_coastal|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_sandy_with_grass_cool_semihumid_coastal|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_silty_with_grass_cool_semihumid_coastal|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass_grove|0.8|beach|coastal|cool_semihumid
dirt|dirt_black_with_grass_cool_semihumid_lowland|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_brown_with_grass_cool_semihumid_lowland|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_clayey_with_grass_cool_semihumid_lowland|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_sandy_with_grass_cool_semihumid_lowland|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_silty_with_grass_cool_semihumid_lowland|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass_grove|0.8|coastal|lowland|cool_semihumid
dirt|dirt_black_with_grass_cool_semihumid_shelf|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_brown_with_grass_cool_semihumid_shelf|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_clayey_with_grass_cool_semihumid_shelf|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_sandy_with_grass_cool_semihumid_shelf|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_silty_with_grass_cool_semihumid_shelf|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass_grove|0.8|lowland|shelf|cool_semihumid
dirt|dirt_black_with_grass_cool_semihumid_highland|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_brown_with_grass_cool_semihumid_highland|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_clayey_with_grass_cool_semihumid_highland|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_sandy_with_grass_cool_semihumid_highland|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_silty_with_grass_cool_semihumid_highland|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_black_with_litter_coniferous|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_brown_with_litter_coniferous|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_clayey_with_litter_coniferous|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_sandy_with_litter_coniferous|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_silty_with_litter_coniferous|dirt_with_grass_grove|0.8|shelf|highland|cool_semihumid
dirt|dirt_black_with_grass_cool_temperate_coastal|dirt_with_grass_cold|0.8|beach|coastal|cool_temperate
dirt|dirt_brown_with_grass_cool_temperate_coastal|dirt_with_grass_cold|0.8|beach|coastal|cool_temperate
dirt|dirt_clayey_with_grass_cool_temperate_coastal|dirt_with_grass_cold|0.8|beach|coastal|cool_temperate
dirt|dirt_sandy_with_grass_cool_temperate_coastal|dirt_with_grass_cold|0.8|beach|coastal|cool_temperate
dirt|dirt_silty_with_grass_cool_temperate_coastal|dirt_with_grass_cold|0.8|beach|coastal|cool_temperate
dirt|dirt_black_with_grass_cool_temperate_lowland|dirt_with_grass_cold|0.8|coastal|lowland|cool_temperate
dirt|dirt_brown_with_grass_cool_temperate_lowland|dirt_with_grass_cold|0.8|coastal|lowland|cool_temperate
dirt|dirt_clayey_with_grass_cool_temperate_lowland|dirt_with_grass_cold|0.8|coastal|lowland|cool_temperate
dirt|dirt_sandy_with_grass_cool_temperate_lowland|dirt_with_grass_cold|0.8|coastal|lowland|cool_temperate
dirt|dirt_silty_with_grass_cool_temperate_lowland|dirt_with_grass_cold|0.8|coastal|lowland|cool_temperate
dirt|dirt_black_with_grass_cool_temperate_shelf|dirt_with_grass_cold|0.8|lowland|shelf|cool_temperate
dirt|dirt_brown_with_grass_cool_temperate_shelf|dirt_with_grass_cold|0.8|lowland|shelf|cool_temperate
dirt|dirt_clayey_with_grass_cool_temperate_shelf|dirt_with_grass_cold|0.8|lowland|shelf|cool_temperate
dirt|dirt_sandy_with_grass_cool_temperate_shelf|dirt_with_grass_cold|0.8|lowland|shelf|cool_temperate
dirt|dirt_silty_with_grass_cool_temperate_shelf|dirt_with_grass_cold|0.8|lowland|shelf|cool_temperate
dirt|dirt_black_with_grass_cool_temperate_highland|dirt_with_grass_cold|0.8|shelf|highland|cool_temperate
dirt|dirt_brown_with_grass_cool_temperate_highland|dirt_with_grass_cold|0.8|shelf|highland|cool_temperate
dirt|dirt_clayey_with_grass_cool_temperate_highland|dirt_with_grass_cold|0.8|shelf|highland|cool_temperate
dirt|dirt_sandy_with_grass_cool_temperate_highland|dirt_with_grass_cold|0.8|shelf|highland|cool_temperate
dirt|dirt_silty_with_grass_cool_temperate_highland|dirt_with_grass_cold|0.8|shelf|highland|cool_temperate
dirt|dirt_black_with_grass_cool_semiarid_coastal|dirt_with_grass_brown|0.8|beach|coastal|cool_semiarid
dirt|dirt_brown_with_grass_cool_semiarid_coastal|dirt_with_grass_brown|0.8|beach|coastal|cool_semiarid
dirt|dirt_clayey_with_grass_cool_semiarid_coastal|dirt_with_grass_brown|0.8|beach|coastal|cool_semiarid
dirt|dirt_sandy_with_grass_cool_semiarid_coastal|dirt_with_grass_brown|0.8|beach|coastal|cool_semiarid
dirt|dirt_silty_with_grass_cool_semiarid_coastal|dirt_with_grass_brown|0.8|beach|coastal|cool_semiarid
dirt|dirt_black_with_grass_cool_semiarid_lowland|dirt_with_grass_brown|0.8|coastal|lowland|cool_semiarid
dirt|dirt_brown_with_grass_cool_semiarid_lowland|dirt_with_grass_brown|0.8|coastal|lowland|cool_semiarid
dirt|dirt_clayey_with_grass_cool_semiarid_lowland|dirt_with_grass_brown|0.8|coastal|lowland|cool_semiarid
dirt|dirt_sandy_with_grass_cool_semiarid_lowland|dirt_with_grass_brown|0.8|coastal|lowland|cool_semiarid
dirt|dirt_silty_with_grass_cool_semiarid_lowland|dirt_with_grass_brown|0.8|coastal|lowland|cool_semiarid
dirt|dirt_black_with_grass_cool_semiarid_shelf|dirt_with_grass_brown|0.8|lowland|shelf|cool_semiarid
dirt|dirt_brown_with_grass_cool_semiarid_shelf|dirt_with_grass_brown|0.8|lowland|shelf|cool_semiarid
dirt|dirt_clayey_with_grass_cool_semiarid_shelf|dirt_with_grass_brown|0.8|lowland|shelf|cool_semiarid
dirt|dirt_sandy_with_grass_cool_semiarid_shelf|dirt_with_grass_brown|0.8|lowland|shelf|cool_semiarid
dirt|dirt_silty_with_grass_cool_semiarid_shelf|dirt_with_grass_brown|0.8|lowland|shelf|cool_semiarid
dirt|dirt_black_with_grass_cool_semiarid_highland|dirt_with_grass_brown|0.8|shelf|highland|cool_semiarid
dirt|dirt_brown_with_grass_cool_semiarid_highland|dirt_with_grass_brown|0.8|shelf|highland|cool_semiarid
dirt|dirt_clayey_with_grass_cool_semiarid_highland|dirt_with_grass_brown|0.8|shelf|highland|cool_semiarid
dirt|dirt_sandy_with_grass_cool_semiarid_highland|dirt_with_grass_brown|0.8|shelf|highland|cool_semiarid
dirt|dirt_silty_with_grass_cool_semiarid_highland|dirt_with_grass_brown|0.8|shelf|highland|cool_semiarid
dirt|sand|stone_gravel|0.8|beach|coastal|cool_arid
dirt|sand_desert|stone_gravel|0.8|beach|coastal|cool_arid
dirt|sand_white|stone_gravel|0.8|beach|coastal|cool_arid
dirt|stone_desert_gravel|stone_gravel|0.8|beach|coastal|cool_arid
dirt|stone_sandstone_white_gravel|stone_gravel|0.8|beach|coastal|cool_arid
dirt|sand|stone_gravel|0.8|coastal|lowland|cool_arid
dirt|sand_desert|stone_gravel|0.8|coastal|lowland|cool_arid
dirt|sand_white|stone_gravel|0.8|coastal|lowland|cool_arid
dirt|stone_sandstone_white_gravel|stone_gravel|0.8|coastal|lowland|cool_arid
dirt|stone_desert_gravel|stone_gravel|0.8|coastal|lowland|cool_arid
dirt|sand|stone_gravel|0.8|lowland|shelf|cool_arid
dirt|sand_desert|stone_gravel|0.8|lowland|shelf|cool_arid
dirt|sand_white|stone_gravel|0.8|lowland|shelf|cool_arid
dirt|stone_desert_gravel|stone_gravel|0.8|lowland|shelf|cool_arid
dirt|stone_sandstone_white_gravel|stone_gravel|0.8|lowland|shelf|cool_arid
dirt|sand|stone_gravel|0.8|shelf|highland|cool_arid
dirt|sand_desert|stone_gravel|0.8|shelf|highland|cool_arid
dirt|sand_white|stone_gravel|0.8|shelf|highland|cool_arid
dirt|stone_desert_gravel|stone_gravel|0.8|shelf|highland|cool_arid
dirt|stone_sandstone_white_gravel|stone_gravel|0.8|shelf|highland|cool_arid
dirt|dirt_silt_01|dirt_mud_01|0.8|beach_depth|beach|temperate_rainforest_swamp
