#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len
##     Stone Brick Block Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
sand|Sand|default|sand|lib_materials_sand_default.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand2|Sand2|||lib_materials_sand2_default.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand22=1|crumbly 3,falling_node 1,sand22 1|||sand22||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_beach|Beach Sand|||lib_materials_sand_beach.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_beach_wet|Wet Beach Sand|||lib_materials_sand_beach_wet.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_black|Black Sand|||lib_materials_sand_black.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_desert|Desert Sand|default|desert_sand|lib_materials_sand_desert_default.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_iron|Iron Sand|aotearoa|iron_sand|lib_materials_sand_iron.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_red|Red Sand|australia|red_sand|lib_materials_sand_red.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_silver|Silver Sand|default|silver_sand|lib_materials_sand_silver_default.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_volcanic|Volcanic Sand|||lib_materials_sand_volcanic.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_volcanic2|Volcanic Sand 2|aotearoa|volcanic_sand|lib_materials_sand_volcanic2.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_white|White Sand|||lib_materials_sand_white.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1|||sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
sand_with_rocks|Sand with Rocks|||lib_materials_sand_with_rocks.png|||||||||||||||TRUE||crumbly=3,falling_node=1,sand=1|crumbly 3,falling_node 1,sand 1||lib_materials:small_rocks 3|sand||3|||||||1|||||||||||||||||||||1||||||||||||||||
seashells|Sea Shells|aotearoa|seashells|lib_materials_seashells.png|||||||||||||||TRUE||crumbly=3,falling_node=1|crumbly 2,falling_node 1, gravel 1|||gravel||||||||||||||||||||||||||||||||||||||||||||||
tar|Tar|moreblocks|tar|moreblocks_tar.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||2||||||||||||||||||||||||||||||||||||||||||||
clay_baked_black|Baked Clay -|bakedclay|black|lib_materials_clay_baked_black.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_blue|Baked Clay - Blue|bakedclay|blue|lib_materials_clay_baked_blue.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_brown|Baked Clay - Brown|bakedclay|brown|lib_materials_clay_baked_brown.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_cyan|Baked Clay - Cyan|bakedclay|cyan|lib_materials_clay_baked_cyan.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_green_dark|Baked Clay - Dark Green|bakedclay|dark_green|lib_materials_clay_baked_dark_green.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_grey_dark|Baked Clay - Dark Grey|bakedclay|dark_grey|lib_materials_clay_baked_dark_grey.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_green|Baked Clay - Green|bakedclay|green|lib_materials_clay_baked_green.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_grey|Baked Clay - Grey|bakedclay|grey|lib_materials_clay_baked_grey.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_magenta|Baked Clay - Magenta|bakedclay|magenta|lib_materials_clay_baked_magenta.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_orange|Baked Clay - Orange|bakedclay|orange|lib_materials_clay_baked_orange.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_pink|Baked Clay - Pink|bakedclay|pink|lib_materials_clay_baked_pink.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_red|Baked Clay - Red|bakedclay|red|lib_materials_clay_baked_red.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_violet|Baked Clay - Violet|bakedclay|violet|lib_materials_clay_baked_violet.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_white|Baked Clay - White|bakedclay|white|lib_materials_clay_baked_white.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_baked_yellow|Baked Clay - Yellow|bakedclay|yellow|lib_materials_clay_baked_yellow.png|||||||||||||||FALSE||cracky=3,bakedclay=3|cracky 3,bakedclay 3|||sand|3||||||||||||||||||3|||||||||||||||||||||||||||
clay_hard|Hard Clay|xdecor|hard_clay|xdecor_hard_clay.png|||||||||||||||FALSE||cracky=2|cracky 2|||sand||2||||||||||||||||||||||||||||||||||||||||||||
##     Glass Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
glass|Glass|||lib_materials_glass_default.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
glass_obsidian|Glass - Obsidian|||lib_materials_glass_obsidian.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
glass_clean|Glass - Clean|moreblocks||moreblocks_clean_glass.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_coal|Glass - Coal|moreblocks||moreblocks_coal_glass.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_iron|Glass - Iron|moreblocks||moreblocks_iron_glass.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_diamond|Glass - Framed Diamond|darkage||lib_materials_frame_diamond.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_round|Glass - Framed Round|darkage||lib_materials_frame_round.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_square|Glass - Framed Square|darkage||lib_materials_frame_square.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_steel_01|Glass - Framed Steel 01|nbea||lib_materials_frame_steel_01_nbea.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_steel_02|Glass - Framed Steel 02|nbea||lib_materials_frame_steel_02_nbea.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_wood_01|Glass - Framed Wood 01|nbea||lib_materials_frame_wood_01_nbea.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_wood_02|Glass - Framed Wood 02|nbea||lib_materials_frame_wood_02_nbea.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_wood_03|Glass - Framed Wood 03|darkage||lib_materials_frame_wood_darkage.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_wood_rose|Glass - Framed Wood Rose|medieval||lib_materials_frame_wood_medieval_rose.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_framed_wood_screen|Glass - Framed Wood Screen|xdecor||lib_materials_frame_wood_xdecor.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
glass_stained|Glass - Stained|nbea||lib_materials_glass_stained_nbea.png||glasslike_framed|light||||||||TRUE||TRUE||FALSE||snappy=2,cracky=3,oddly_breakable_by_hand=3|snappy 2,cracky 3,oddly_breakable_by_hand 3|||glass|3|||2||3||||||||||||||||||||||||||||||||||||||||
##     Snow and Ice Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
snow|Snow|default|snow|lib_materials_snow.png|||||||||||||||||crumbly=3,puts_out_fire=1,cools_lava=1,snowy=1|crumbly 3,puts_out_fire 1,cools_lava 1,snowy 1|||snow|3|||2||3|||||||||1|||||||||||||1|1|||||||||||||||||
snow_block|Snow Block|default|snow_block|lib_materials_snow.png|||light||||||||||||FALSE||crumbly=3,puts_out_fire=1,cools_lava=1|crumbly 3,puts_out_fire 1,cools_lava 1|||snow||3|||||||||||||1|||||||||||||1|1|||||||||||||||||
snow_brick|Snow Brick|default|snowbrick|lib_materials_snow_brick.png|||light||||||||||||FALSE||crumbly=3,puts_out_fire=1,cools_lava=1|crumbly 3,puts_out_fire 1,cools_lava 1|||snow||3|||||||||||||1|||||||||||||1|1|||||||||||||||||
ice|Ice|default|ice|lib_materials_ice.png|||light||||||||||||FALSE||crumbly=3,puts_out_fire=1,cools_lava=1|crumbly 3,puts_out_fire 1,cools_lava 1|||glass||3|||||||||||||1|||||||||||||1|1|||||||||||||||||
ice_2|Ice 2|||lib_materials_ice2.png|||light||||||||||||FALSE||cracky=3,puts_out_fire=1,cools_lava=1|cracky 3,puts_out_fire 1,cools_lava 1|||glass|3|||||||||||||1|1|||||||||||||1|1|||||||||||||||||
ice_block|Ice - Block|||lib_materials_ice_block.png|||light||||||||||||FALSE||cracky=3,puts_out_fire=1,cools_lava=1|cracky 3,puts_out_fire 1,cools_lava 1|||glass|3|||||||||||||1|1|||||||||||||1|1|||||||||||||||||
ice_brick|Ice Brick|||lib_materials_ice_brick.png|||light||||||||||||FALSE||cracky=3,puts_out_fire=1,cools_lava=1|cracky 3,puts_out_fire 1,cools_lava 1|||glass|3|||||||||||||1|1|||||||||||||1|1|||||||||||||||||
ice_thin|Ice - Thin|||lib_materials_ice_thin.png|||light||||||||||||FALSE||cracky=3,puts_out_fire=1,cools_lava=1|cracky 3,puts_out_fire 1,cools_lava 1|||glass|3|||||||||||||1|1|||||||||||||1|1|||||||||||||||||
#ice_packed|Packed Ice|||xdecor_packed_ice.png|||||||||||||||||crumbly=3,puts_out_fire=1,cools_lava=1|crumbly 3,puts_out_fire 1,cools_lava 1|||glass||3|||||||||||||1|||||||||||||1|1|||||||||||||||||
##     Forge and Furnace|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#forge|Forge|||lib_materials_tech_forge_bottom.png,lib_materials_tech_forge_bottom.png,lib_materials_tech_forge_side.png,lib_materials_tech_forge_side.png,lib_materials_tech_forge_side.png,lib_materials_tech_forge_front.png||||facedir|||||||||||||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#forge_active|Forge (Active)|||lib_materials_tech_forge_top.png,lib_materials_tech_forge_bottom.png,lib_materials_tech_forge_side.png,lib_materials_tech_forge_side.png,lib_materials_tech_forge_side.png,lib_materials_tech_forge_front.png||||facedir|||||||||||||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#furnace|Furnace|||lib_materials_tech_furnace_top.png,lib_materials_tech_furnace_top.png,lib_materials_tech_furnace_side.png,lib_materials_tech_furnace_side.png,lib_materials_tech_furnace_side.png,lib_materials_tech_furnace_inactive.png||||facedir|||||||||||||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#furnace_active|Furnace (Active)|||lib_materials_tech_furnace_top.png,lib_materials_tech_furnace_top.png,lib_materials_tech_furnace_side.png,lib_materials_tech_furnace_side.png,lib_materials_tech_furnace_side.png,lib_materials_tech_furnace_front_animated.png||||facedir|||||||||||||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#furnace_alloy|Alloy Furnace|||lib_materials_tech_furnace_alloy_top.png,lib_materials_tech_furnace_alloy_top.png,lib_materials_tech_furnace_alloy_side.png,lib_materials_tech_furnace_alloy_side.png,lib_materials_tech_furnace_alloy_side.png,lib_materials_tech_furnace_alloy_inactive.png||||facedir|||||||||||||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#furnace_alloy_active|Alloy Furnace (Active)|||lib_materials_tech_furnace_alloy_top.png,lib_materials_tech_furnace_alloy_top.png,lib_materials_tech_furnace_alloy_side.png,lib_materials_tech_furnace_alloy_side.png,lib_materials_tech_furnace_alloy_side.png,lib_materials_tech_furnace_alloy_front_active.png||||facedir|||||||||||||cracky=2, not_in_creative_inventory=1|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#striker|Striker|||||||facedir|||||||||||||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len
##     Ore and Metal Nodes|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
metal_albata_block|Albata Block|||lib_materials_metal_albata_block.png|lib_materials_metal_albata_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=4,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 4,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_aluminium_block|Aluminium Block|||lib_materials_metal_aluminium_block.png|lib_materials_metal_aluminium_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_bismuth_block|Bismuth Block|||lib_materials_metal_bismuth_block.png|lib_materials_metal_bismuth_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=0,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 0,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_bismuth_bronze_block|Bismuth Bronze Block|||lib_materials_metal_bismuth_bronze_block.png|lib_materials_metal_bismuth_bronze_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_brass_block|Brass Block|technic||lib_materials_metal_brass_block.png|lib_materials_metal_brass_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_brass2_block|Brass2 Block|||lib_materials_metal_brass2_block.png|lib_materials_metal_brass2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_bronze_block|Bronze Block|default|bronzeblock|lib_materials_metal_bronze_block.png|lib_materials_metal_bronze_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_bronze2_block|Bronze2 Block|||lib_materials_metal_bronze2_block.png|lib_materials_metal_bronze2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_bronze_black_block|Bronze Black Block|||lib_materials_metal_bronze_black_block.png|lib_materials_metal_bronze_black_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_chromium_block|Chromium Block|||lib_materials_metal_chromium_block.png|lib_materials_metal_chromium_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_copper_block|Copper Block|default|copperblock|lib_materials_metal_copper_block.png|lib_materials_metal_copper_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_copper2_block|Copper2 Block|||lib_materials_metal_copper2_block.png|lib_materials_metal_copper2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=1,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 1,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_gold_block|Gold Block|default|goldblock|lib_materials_metal_gold_block.png|lib_materials_metal_gold_block.png||||||||||||||TRUE||cracky=1|cracky 1|||metal|1|||||||||||||||||||||||||||||||||||||||||||||
metal_gold2_block|Gold2 Block|||lib_materials_metal_gold2_block.png|lib_materials_metal_gold2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_gold_rose_block|Gold Rose Block|||lib_materials_metal_gold_rose_block.png|lib_materials_metal_gold_rose_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_iron_cast_block|Cast Iron Block|technic||lib_materials_metal_iron_cast_block.png|lib_materials_metal_iron_cast_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_iron_cast_block2|Cast Iron Block2|technic||lib_materials_metal_iron_cast_block2.png|lib_materials_metal_iron_cast_block2.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_iron_pig_block|Iron Pig Block|||lib_materials_metal_iron_pig_block.png|lib_materials_metal_iron_pig_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=3,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 3,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_iron_pig2_block|Iron Pig Block|||lib_materials_metal_iron_pig2_block.png|lib_materials_metal_iron_pig2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=3,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 3,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_iron_rusted_block|Rusted Iron Block|||lib_materials_metal_iron_rusted_block.png|lib_materials_metal_iron_rusted_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=3,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 3,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_iron_wrought_block|Wrought Iron Block|technic||lib_materials_metal_iron_wrought_block.png|lib_materials_metal_iron_wrought_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_iron_wrought2_block|Iron Wrought2 Block|||lib_materials_metal_iron_wrought2_block.png|lib_materials_metal_iron_wrought2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=3,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 3,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_lead_block|Lead Block|technic||lib_materials_metal_lead_block.png|lib_materials_metal_lead_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_lead2_block|Lead2 Block|||lib_materials_metal_lead2_block.png|lib_materials_metal_lead2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_monel_block|Monel Block|||lib_materials_metal_monel_block.png|lib_materials_metal_monel_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=4,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 4,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_nickel_block|Nickel Block|||lib_materials_metal_nickel_block.png|lib_materials_metal_nickel_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=4,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 4,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_oroide_block|Oroide Block|||lib_materials_metal_oroide_block.png|lib_materials_metal_oroide_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_platinum_block|Platinum Block|||lib_materials_metal_platinum_block.png|lib_materials_metal_platinum_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=3,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 3,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_rusty|Rusty Metal|columnia||lib_materials_metal_rusty.png|lib_materials_metal_rusty.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
